Word,stress_pattern
blemish,1-0
blemished,1-0
blemishes,1-0-0
blend,1
blended,1-0
blended,1-0
blender,1-0
blenders,1-0
blending,1-0
blends,1
Blenheim,1-2
bless,1
blessed,1
blessedly,1-0-0
blessedness,1-0-0
blesses,1-0
blessing,1-0
blessings,1-0
blest,1
bleu,1
blew,1
blight,1
blighted,1-0
blimp,1
blimps,1
blind,1
blinded,1-0
blinder,1-0
blinders,1-0
blindfold,1-2
blindfolded,1-2-0
blinding,1-0
blindly,1-0
blindness,1-0
blindness,1-0
blinds,1
blindside,1-2
blindsided,1-2-0
blink,1
blinked,1
blinking,1-0
blinks,1
blip,1
blips,1
bliss,1
blissful,1-0
blissfully,1-0-0
blister,1-0
blistered,1-0
blistering,1-0-0
blisters,1-0
blithe,1
blithely,1-0
blitz,1
blitzed,1
blitzes,1-0
blitzkrieg,1-2
blizzard,1-0
blizzards,1-0
bloat,1
bloated,1-0
bloating,1-0
bloats,1
blob,1
blobby,1-0
blobs,1
Bloc,1
block,1
blockade,2-1
blockaded,2-1-0
blockades,2-1
blockading,2-1-0
blockage,1-0
blockages,1-0-0
Blockbuster,1-2-0
blockbusters,1-2-0
blocked,1
blocker,1-0
blockers,1-0
blockhead,1-2
blockheads,1-2
blockhouse,1-2
blockhouses,1-2-0
blocking,1-0
blocks,1
blocs,1
bloke,1
blokes,1
blond,1
blonde,1
blonder,1-0
blondes,1
blondest,1-0
blonds,1
blood,1
bloodbath,1-2
blooded,1-0
bloodhound,1-0
bloodhounds,1-0
bloodhounds,1-0
bloodied,1-0
bloodier,1-0-0
bloodiest,1-0-0
bloodless,1-0
bloodletting,1-2-0
bloodline,1-2
bloodlines,1-2
bloods,1
bloodshed,1-2
bloodstain,1-2
bloodstained,1-2
bloodstains,1-2
Bloodstone,1-2
bloodstream,1-2
bloodsucker,1-2-0
bloodsuckers,1-2-0
bloodsucking,1-2-0
bloodthirsty,1-2-0
bloody,1-0
bloom,1
bloomed,1
bloomer,1-0
bloomers,1-0
blooming,1-0
blooms,1
blooper,1-0
Bloopers,1-0
blossom,1-0
blossomed,1-0
blossoming,1-0-0
blossoms,1-0
blot,1
blotch,1
blotched,1
blotches,1-0
blotching,1-0
blotchy,1-0
blots,1
blotted,1-0
blotter,1-0
blotting,1-0
blouse,1
blouses,1-0
blouses,1-0
blow,1
blower,1-0
blowers,1-0
Blowfish,1-0
blowgun,1-2
blowguns,1-2
blowhard,1-2
Blowhards,1-2
blowhole,1-2
blowing,1-0
blown,1
blowout,1-2
blowouts,1-2
blowpipe,1-2
blows,1
blowtorch,1-2
blowtorches,1-2-0
blowup,1-2
Blowy,1-0
blubber,1-0
bludgeon,1-0
bludgeoned,1-0
bludgeoning,1-0-0
blue,1
Bluebeard,1-2
bluebell,1-2
bluebells,1-2
blueberries,1-2-0
blueberry,1-2-0
bluebird,1-2
bluebirds,1-2
blueblood,1-2
bluebonnet,1-2-0
bluebottle,1-2-0
bluegrass,1-2
blueish,1-0
Bluejay,1-2
bluejeans,1-0
blueness,1-0
blueprint,1-2
blueprints,1-2
bluer,1-0
blues,1
Bluestone,1-2
bluesy,1-0-0
bluesy,1-0
bluey,1-0
bluff,1
bluffed,1
bluffer,1-0
bluffing,1-0
bluffs,1
bluing,1-0
bluish,1-0
Blume,1
blunder,1-0
blundered,1-0
blundering,1-0-0
blunders,1-0
blunt,1
blunted,1-0
blunted,1-0
bluntly,1-0
bluntness,1-0
blunts,1
blur,1
blurb,1
blurbs,1
blurred,1
blurring,1-0
blurry,1-0
blurs,1
blurt,1
blurted,1-0
blurts,1
blush,1
blushed,1
blushes,1-0
blushes,1-0
blushing,1-0
bluster,1-0
blustering,1-0-0
blustery,1-0-0
Blvd,1-0-2
Bo,1
boa,1-0
boar,1
board,1
boarded,1-0
boarded,1-0
boarder,1-0
boarders,1-0
boarding,1-0
boardinghouse,1-0-2
boardman,1-0
boardroom,1-2
boards,1
boardwalk,1-2
boardwalks,1-2
boas,1-0
boast,1
boasted,1-0
boasted,1-0
boastful,1-0
boasting,1-0
boasts,1
boasts,1
boasts,1
boat,1
boaters,1-0
boathouse,1-1
boating,1-0
boatload,1-2
Boatloads,1-2
Boatman,1-0
boats,1
Boatswain,1-0
Boatwright,1-2
boatyard,1-2
Bob,1
Bobbie,1-0
bobbin,1-0
bobbing,1-0
bobble,1-0
bobbling,1-0
Bobby,1-0
bobcat,1-2
Bobcats,1-2
Bobo,1-0
bobsled,1-2
Boca,1-0
bocce,1-0
bocce,1-0
boche,1
Boches,1-0
Bock,1
bode,1
bodega,0-1-0
bodegas,0-1-0
Boden,1-0
bodes,1
bodice,1-0
bodied,1-0
bodies,1-0
bodily,1-0-0
bodkin,1-0
bodkins,1-0
body,1-0
bodyguard,1-0-2
bodyguards,1-0-2
Boe,1
Boeing,1-0
Boer,1
Boers,1
boff,1
boffo,1-0
bog,1
bog,1
Bogart,1-2
Bogey,1-0
bogeyman,1-0-2
bogeyman,1-0-2
bogeymen,1-0-2
bogeymen,1-0-2
bogged,1
bogged,1
bogging,1-0
Boggle,1-0
boggled,1-0
boggles,1-0
boggling,1-0-0
boggling,1-0
Bogie,1-0
Bogle,1-0
Bogota,2-0-1
bogs,1
bogs,1
bogus,1-0
Bohemia,0-1-0-0
Bohemian,0-1-0-0
boil,1
boiled,1
boiler,1-0
Boilermaker,1-0-2-0
boilerplate,1-0-2
boilers,1-0
boiling,1-0
boils,1
Boise,1-0
Boise,1-0
boisterous,1-0-0
boisterous,1-0
Bol,1
Bola,1-0
bold,1
Bolden,1-0
bolder,1-0
boldest,1-0
boldface,1-2
boldly,1-0
boldness,1-0
Bolero,0-1-0
Boles,1
Bolivar,1-0-0
Bolivia,0-1-0-0
Bolivia,0-1-0-0
Bolivian,0-1-0-0
Bolivian,0-1-0-0
Bolivians,0-1-0-0
Bolivians,0-1-0-0
Boll,1
Bolling,1-0
bologna,0-1-0
Bolshevik,1-0-2
Bolsheviks,1-0-2
Bolshevism,1-0-2-0
bolster,1-0
bolstered,1-0
bolstering,1-0-0
bolsters,1-0
bolt,1
bolted,1-0
bolted,1-0
bolting,1-0
bolts,1
bolus,1-0
bom,1
bomb,1
bomb,1
bombard,0-1
bombarded,0-1-0
bombardier,2-0-1
bombardiers,2-0-1
bombarding,0-1-0
bombardment,0-1-0
bombardments,0-1-0
bombast,1-0
bombastic,0-1-0
Bombay,0-1
bombed,1
bomber,1-0
bombers,1-0
bombing,1-0
bombings,1-0
bombs,1
bombshell,1-2
Bombshells,1-2
Bon,1
bona,1-0
Bonanza,0-1-0
Bonaventure,1-0-2-0
Bond,1
bondage,1-0
bonded,1-0
bonded,1-0
Bonderman,1-0-0
bonding,1-0
bonds,1
bone,1
boned,1
boneless,1-0
boner,1-0
bones,1
Boney,1-0
bonfire,1-2-0
bonfires,1-2-0
bong,1
Bongo,1-2
bongos,1-2
bonier,1-0
boning,1-0
Bonita,0-1-0
Bonito,0-1-0
Bonjour,0-1
bonk,1
bonkers,1-0
Bonne,1
Bonnes,1
bonnet,1-0
Bonnie,1-0
bonny,1-0
bono,1-0
bonsai,0-1
bonum,1-0
bonus,1-0
bonuses,1-0-0
bony,1-0
Boo,1
boob,1
boobs,1
booby,1-0
boodle,1-0
Boodles,1-0
booed,1
boogie,1-0
boogie,1-0
booing,1-0
book,1
Bookbinder,1-2-0
bookcase,1-2
bookcases,1-2-0
booked,1
bookend,1-2
bookends,1-2
Booker,1-0
bookers,1-0
bookie,1-0
bookies,1-0
booking,1-0
bookings,1-0
bookish,1-0
bookkeeper,1-2-0
bookkeepers,1-2-0
bookkeeping,1-2-0
booklet,1-0
booklets,1-0
bookmaker,1-0-0
bookmakers,1-0-0
bookmaking,1-2-0
Bookman,1-0
bookmark,1-0
bookmarks,1-0
bookmobile,1-0-2
books,1
bookseller,1-2-0
booksellers,1-2-0
bookshelf,1-2
bookshelves,1-2
bookshop,1-2
bookshops,1-2
bookstore,1-2
bookstores,1-2
bookworm,1-2
Boolean,0-1-0
boom,1
boombox,1-2
boomed,1
Boomer,1-0
boomerang,1-0-2
boomers,1-0
booming,1-0
booms,1
boomtown,1-2
Boon,1
boondocks,1-2
boondoggle,2-1-0
boor,1
boorish,1-0
boorishness,1-0-0
boors,1
boos,1
boost,1
boosted,1-0
booster,1-0
boosters,1-0
boosting,1-0
boosts,1
boot,1
booted,1-0
booth,1
booths,1
bootie,1-0
booties,1-0
booting,1-0
bootleg,1-2
bootlegger,1-2-0
bootleggers,1-2-0
bootlegging,1-2-0
bootlegs,1-2
boots,1
Bootstrap,1-2
bootstraps,1-2
booty,1-0
booze,1
boozer,1-0
boozing,1-0
boozy,1-0
bop,1
Bopper,1-0
boppers,1-0
Bora,1-0
Borak,1-0
borax,1-2
Bordeaux,0-1
bordello,0-1-2
border,1-0
bordered,1-0
bordering,1-0-0
borderline,1-0-2
borders,1-0
bore,1
borealis,2-0-1-0
bored,1
boredom,1-0
borer,1-0
bores,1
Borg,1
boric,1-0
boring,1-0
born,1
borne,1
Borneo,1-0-2
boro,1-0
Boron,1-2
borough,1-2
boroughs,1-2
borrow,1-2
borrowed,1-2
borrower,1-0-0
borrowers,1-0-0
borrowing,1-0-0
borrowings,1-0-0
borrows,1-0
Bors,1
borsch,1
borscht,1
Bos,1
Bosch,1
Bose,1
Bosh,1
bosom,1-0
boss,1
boss,1
bossed,1
bosses,1-0
bossier,1-0-0
bossy,1-0
Boston,1-0
Boston,1-0
Bostonian,2-1-0-0
Bostonians,1-0-0-0
Boswell,1-0
Botanic,0-1-0
botanical,0-1-0-0
botanically,0-1-0-0-0
botanically,0-1-0-0
botanist,1-0-0
botanist,1-0-0
botanists,1-0-0
botanists,1-0-0
botanists,1-0-0
botany,1-0-0
botch,1
botched,1
botfly,1-2
both,1
bother,1-0
bothered,1-0
bothering,1-0-0
bothers,1-0
bothersome,1-0-0
Botswana,0-1-0
Bott,1
bottle,1-0
bottled,1-0
Bottleneck,1-0-2
bottlenecks,1-0-2
bottler,1-0
bottlers,1-0
bottles,1-0
bottling,1-0-0
bottling,1-0
bottom,1-0
bottomed,1-0
bottoming,1-0-0
bottomless,1-0-0
bottoms,1-0
botulism,1-0-2-0
Bouche,1
Boucher,1-0
Boucher,1-0
Boucher,1-0
boudin,1-0
boudoir,1-2
Bougainvillea,2-2-1-0-0
bough,1
boughs,1
bought,1
bought,1
bougie,1-2
bouillon,2-1-0
Boulanger,1-0-0
Boulder,1-0
boulders,1-0
Boule,1
Boulevard,1-0-2
boulevards,1-0-2
bounce,1
bounced,1
bouncer,1-0
bouncers,1-0
bounces,1-0
bounciness,1-0-0
bouncing,1-0
bouncy,1-0
bound,1
boundaries,1-0-0
boundaries,1-0
boundary,1-0-0
boundary,1-0
bounded,1-0
bounded,1-0
bounder,1-0
bounding,1-0
boundless,1-0
bounds,1
bounties,1-0
bountiful,1-0-0
bountiful,1-0-0
bounty,1-0
bouquet,0-1
bouquets,0-1
bouquets,0-1
bourbon,1-0
bourbons,1-0
bourgeois,0-1
bourgeois,1-0
bourgeoisie,2-2-1
bourn,1
Bourne,1
Bourse,1
bout,1
boutique,0-1
boutiques,0-1
Bouton,1-0
bouts,1
Bouvier,2-0-1
bove,1
bovine,1-2
bow,1
bow,1
Bowden,1-0
Bowden,1-0
Bowe,1
bowed,1
bowed,1
bowel,1-0
bowels,1-0
bowels,1
bower,1-0
Bowers,1-0
Bowery,1-0-0
Bowie,1-0
bowing,1-0
bowing,1-0
Bowker,1-0
bowl,1
bowled,1
bowler,1-0
bowlers,1-0
Bowles,1
bowlin,1-0
bowline,1-0
bowling,1-0
bowls,1
Bowman,1-0
bowmen,1-0
bows,1
bows,1
Bowser,1-0
box,1
boxcar,1-2
boxcars,1-2
boxed,1
boxer,1-0
boxers,1-0
boxes,1-0
boxes,1-0
boxing,1-0
boxy,1-0
boy,1
boycott,1-2
boycotted,1-2-0
boycotting,1-2-0
boycotts,1-2
Boyer,1-0
boyfriend,1-2
boyfriends,1-2
boyfriends,1-2
boyhood,1-2
boyish,1-0
boys,1
bozo,1-2
bozos,1-2
bra,1
Brace,1
braced,1
bracelet,1-0
bracelets,1-0
bracer,1-0
bracero,0-1-0
braces,1-0
braces,1-0
brach,1
bracing,1-0
Brack,1
Bracken,1-0
bracket,1-0
brackets,1-0
brackets,1-0
brackish,1-0
Brad,1
Bradycardia,2-0-1-0-0
Bradycardia,2-0-1-0-0
brae,1
brag,1
braggadocio,2-0-1-0-2
bragged,1
bragger,1-0
bragging,1-0
brags,1
Brahm,1
Brahmin,1-0
Brahms,1
braid,1
braided,1-0
braiding,1-0
braids,1
Braille,1
brain,1
brainchild,1-2
brained,1
brainer,1-0
brainless,1-0
brainpower,1-2-0
brains,1
brainstorm,1-2
brainstorming,1-2-0
brainstorms,1-2
brainwash,1-2
brainwashed,1-2
brainwashes,1-2-0
brainwashing,1-2-0
brainy,1-0
braised,1
brake,1
braked,1
brakeman,1-0
brakemen,1-0
brakes,1
braking,1-0
bran,1
branch,1
branched,1
branches,1-0
branches,1-0
branching,1-0
brand,1
branded,1-0
Brander,1-0
branding,1-0
brandish,1-0
brandished,1-0
brandishing,1-0-0
Brandon,1-0
brands,1
brandy,1-0
Brandywine,1-0-2
brank,1
Branner,1-0
Brannigan,1-0-0
Branning,1-0
Brant,1
bras,1
bras,1
brash,1
Brasher,1-0
brashness,1-0
Brasil,1-0
Brasil,0-1
Brasilia,0-1-0
Brasilia,0-1-0
brass,1
Brasserie,1-0-0
brasses,1-0
brassy,1-0
brat,1
brats,1
Brattle,1-0
bratwurst,1-0
bravado,0-1-0
brave,1
braved,1
bravely,1-0
braver,1-0
bravery,1-0-0
braves,1
bravest,1-0
braving,1-0
Bravo,1-0
brawl,1
brawling,1-0
brawls,1
brawn,1
Brawner,1-0
brawny,1-0
Bray,1
brazen,1-0
brazenly,1-0-0
brazier,1-0-0
Braziers,1-0
Brazil,0-1
Brazilian,0-1-0
Brazilians,0-1-0
breach,1
breached,1
breaches,1-0
breaching,1-0
bread,1
breadbasket,1-2-0
breadbox,1-2
breaded,1-0
breadfruit,1-2
breading,1-0
breads,1
breadth,1
breadwinner,1-2-0
breadwinners,1-2-0
break,1
breakable,1-0-0
breakage,1-0
breakaway,1-0-2
breakdown,1-2
breakdowns,1-2
breaker,1-0
breakers,1-0
breakfast,1-0
breakfasts,1-0
breaking,1-0
breakneck,1-2
breakout,1-2
breakouts,1-2
breaks,1
breakthrough,1-2
breakthroughs,1-2
breakup,1-2
breakups,1-0
breakwater,1-2-0
breast,1
breasted,1-0
breasted,1-0
breastfed,1-2
breastfeed,1-0
breastfeeding,1-0-0
breastplate,1-2
breasts,1
breath,1
breathe,1
breathed,1
breather,1-0
breathes,1
breathing,1-0
breathless,1-0
breathlessly,1-0-0
breaths,1
breathtaking,1-2-0
breathtakingly,1-2-0-0
breathy,1-0
Brecht,1
Breck,1
bred,1
Bree,1
breech,1
breed,1
breeder,1-0
breeders,1-0
breeding,1-0
breeds,1
breeze,1
breezed,1
breezes,1-0
breezeway,1-2
breezy,1-0
Bren,1
Brent,1
Brest,1
Bret,1
brethren,1-0
Breton,1-0
Brett,1
brevity,1-0-0
brew,1
brewed,1
Brewer,1-0
Breweries,1-0-0
Breweries,1-0
Brewers,1-0
brewery,1-0-0
brewing,1-0
brews,1
Brewster,1-0
Brezhnev,1-0
Brezhnev,1-0
Brian,1-0
Briar,1-0
bribe,1
bribed,1
bribery,1-0-0
bribes,1
bribing,1-0
brick,1
Brickbat,1-2
brickbats,1-2
Bricker,1-0
bricklayer,1-2-0
bricklayers,1-2-0
Brickle,1-0
bricks,1
brickyard,1-2
bridal,1-0
bride,1
bridegroom,1-2
brides,1
bridesmaid,1-2
bridesmaids,1-2
bridge,1
bridged,1
bridgehead,1-2
Bridgeman,1-0
Bridgeport,1-2
Bridger,1-0
bridges,1-0
bridges,1-0
Bridgewater,1-2-0
bridging,1-0
bridle,1-0
bridled,1-0
Brie,1
brief,1
briefcase,1-2
briefcases,1-2-0
briefed,1
briefest,1-0
briefing,1-0
briefings,1-0
briefly,1-0
briefs,1
Brier,1-0
brig,1
brigade,0-1
brigade,0-1
Brigades,0-1
Brigadier,2-0-1
bright,1
brighten,1-0
brightened,1-0
brightening,1-0-0
brightening,1-0
brightens,1-0
brighter,1-0
brightest,1-0
brightly,1-0
brightness,1-0
Brill,1
brilliance,1-0
brilliant,1-0
brilliantly,1-0-0
brim,1
Brimmer,1-0
brimming,1-0
brimstone,1-0
Brin,1
brindle,1-0
brine,1
bring,1
bringing,1-0
brings,1
brining,1-0
brink,1
Brinks,1
brinksmanship,1-0-2
brio,1-0
brioche,1-0
brioche,2-1
Brisbane,1-2
brisk,1
brisket,1-0
briskly,1-0
brisky,1-0
bristle,1-0
bristled,1-0
bristles,1-0
bristling,1-0-0
bristling,1-0
Bristol,1-0
Brit,1
Britain,1-0
Britannia,0-1-0-0
Britannica,0-1-0-0
britches,1-0
Brite,1
British,1-0
Briton,1-0
Britons,1-0
Brits,1
Britt,1
Britten,1-0
brittle,1-0
bro,1
broach,1
broached,1
broaches,1-0
broaching,1-0
broad,1
broadband,1-2
broadcast,1-2
broadcaster,1-2-0
broadcasters,1-2-0
broadcasting,1-2-0
broadcasts,1-2
broadcasts,1-2
broadcasts,1-2
broaden,1-0
broadened,1-0
broadening,1-0-0
broadening,1-0
broadens,1-0
broader,1-0
broadest,1-0
broadly,1-0
broadside,1-2
broadsided,1-2-0
Broadsword,1-2
Broadway,1-2
brobdingnagian,2-0-1-0-0
brocade,0-1
brocades,0-1
broccoli,1-0-0
broccoli,1-0
brochure,0-1
brochures,0-1
Brock,1
Brod,1
Brodie,1-0
Brogan,1-0
broil,1
broiled,1
broiler,1-0
broiling,1-0
broke,1
broken,1-0
broker,1-0
brokerage,1-0-0
brokerage,1-0
brokerages,1-0-0-0
brokerages,1-0-0
brokered,1-0
brokering,1-0-0
brokers,1-0
brolly,1-0
bromide,1-2
bromides,1-2
Bromine,1-2
bronc,1
bronchial,1-0-0
bronchitis,0-1-0
Bronco,1-0
Broncos,1-0
brontosaurus,2-0-1-0
brontosaurus,2-0-1-0
Bronx,1
bronze,1
bronzed,1
bronzes,1-0
bronzes,1-0
brooch,1
brooch,1
brood,1
brooded,1-0
brooding,1-0
broody,1-0
brook,1
brooking,1-0
Brooklyn,1-0
Brooklyn,1-0
Brooks,1
broom,1
brooms,1
broomstick,1-2
broomsticks,1-2
broth,1
brothel,1-0
brothels,1-0
brother,1-0
brotherhood,1-0-2
brotherly,1-0-0
brothers,1-0
broths,1
Brough,1
Brougham,1-0
brought,1
brouhaha,1-0-0
brow,1
browbeat,1-2
Brown,1
browned,1
Browner,1-0
Brownie,1-0
brownies,1-0
Browning,1-0
brownish,1-0
brownout,1-2
brownouts,1-2
browns,1
brownstone,1-2
brows,1
browse,1
browser,1-0
browsers,1-0
browsing,1-0
Bruce,1
Bruin,1-0
Bruins,1-0
bruise,1
bruised,1
bruises,1-0
bruises,1-0
bruising,1-0
brunch,1
brunches,1-0
brunet,0-1
brunette,0-1
brunettes,0-1
Brunswick,1-0
brunt,1
brush,1
brushed,1
brushes,1-0
brushfire,1-2
brushing,1-0
brushwork,1-2
brusque,1
brussel,1-0
Brussels,1-0
Brut,1
brutal,1-0
brutalities,0-1-0-0
brutality,0-1-0-0
brutality,0-1-0-0
brutalize,1-0-2
brutalized,1-0-2
brutalizes,1-0-2-0
brutalizing,1-0-2-0
brutally,1-0-0
brute,1
brutish,1-0
Brutus,1-0
Bryan,1-0
Bt,1-1
bub,1
Bubba,1-0
bubble,1-0
bubbled,1-0
bubbles,1-0
bubbling,1-0-0
bubbling,1-0
bubbly,1-0-0
bubbly,1-0
bubonic,0-1-0
buccal,1-0
buccaneer,2-0-1
Buccaneers,2-0-1
Buchanan,0-1-0
Bucharest,1-0-2
Bucharest,1-0-2
Buck,1
bucked,1
bucket,1-0
bucket,1-0
buckets,1-0
buckeye,1-2
Buckeyes,1-2
Buckhorn,1-2
bucking,1-0
Buckland,1-0
buckle,1-0
buckled,1-0
Buckler,1-0-0
Buckler,1-0
buckles,1-0
buckling,1-0
bucko,1-0
bucks,1
buckshot,1-2
buckskin,1-2
buckskins,1-2
Buckwheat,1-2
Bucky,1-0
bucolic,0-1-0
Bud,1
Budapest,1-0-2
Budapest,1-0-2
Buddha,1-0
Buddhism,1-0-0
Buddhist,1-0
Buddhists,1-0
Buddhists,1-0
Buddhists,1-0
buddie,1-0
buddies,1-0
budding,1-0
buddy,1-0
budge,1
budged,1
budget,1-0
budgetary,1-0-2-0
budgeted,1-0-0
budgeted,1-0-0
budgeting,1-0-0
budgets,1-0
budging,1-0
buds,1
Bueno,1-0
Buenos,1-0
Buenos,1-0
buff,1
Buffalo,1-0-2
buffalos,1-0-2
buffer,1-0
buffered,1-0
buffering,1-0-0
buffers,1-0
buffet,1-0
buffet,0-1
buffeted,0-1
buffeted,1-2-0
buffeting,1-0-0
buffeting,0-1-0
buffets,1-0
buffets,0-1
buffo,1-0
buffoon,0-1
buffs,1
Buffy,1-0
bug,1
bugaboo,1-0-2
bugged,1
bugger,1-0
buggers,1-0
buggies,1-0
bugging,1-0
buggy,1-0
bugle,1-0
bugles,1-0
bugling,1-0-0
bugling,1-0
bugs,1
Buick,1-0
Buicks,1-0
build,1
builder,1-0
builders,1-0
building,1-0
buildings,1-0
builds,1
buildup,1-2
buildups,1-2
built,1
bulb,1
bulbous,1-0
bulbs,1
Bulgaria,0-1-0-0
Bulgarian,0-1-0-0
Bulgarians,0-1-0-0
bulge,1
bulged,1
Bulger,1-0
bulges,1-0
bulging,1-0
bulimia,0-1-0-0
bulimic,0-1-0
bulimic,0-1-0
bulk,1
bulkhead,1-2
bulkheads,1-2
bulkier,1-0-0
bulky,1-0
bull,1
bulla,1-0
Bulldog,1-2
Bulldogs,1-2
bulldoze,1-2
bulldozed,1-2
bulldozer,1-2-0
bulldozers,1-2-0
bulldozes,1-2-0
bulldozing,1-2-0
buller,1-0
bullet,1-0
bulletin,1-0-0
bulletins,1-0-0
bulletproof,1-0-2
bullets,1-0
bullfight,1-2
bullfighter,1-2-0
bullfighting,1-2-0
bullfights,1-2
bullfrog,1-2
bullfrogs,1-2
Bullhead,1-2
bullheads,1-2
bullhorn,1-2
bullhorns,1-2
bullied,1-0
bullies,1-0
bullion,1-0
bullish,1-0
Bullock,1-0
Bullocks,1-0
bullpen,1-2
bulls,1
Bullseye,1-0
bullshit,1-2
bully,1-0
bullying,1-0-0
bulwark,1-0
bum,1
bumble,1-0
bumbling,1-0-0
bumbling,1-0
bummed,1
bummer,1-0
bump,1
bumped,1
bumper,1-0
bumpers,1-0
bumping,1-0
bumpkin,1-0
bumps,1
Bumpy,1-0
bums,1
bun,1
bunce,1
bunch,1
bunched,1
bunches,1-0
bunches,1-0
bunching,1-0
bunchy,1-0
Bund,1
bundle,1-0
bundled,1-0
bundles,1-0
bundling,1-0-0
bundling,1-0
Bundy,1-0
Bung,1
bungalow,1-0-2
bungalows,1-0-2
bungee,1-0
bungled,1-0
bungler,1-0
bunglers,1-0
bungling,1-0-0
bungling,1-0
bunk,1
bunker,1-0
bunkers,1-0
bunks,1
bunnies,1-0
Bunning,1-0
Bunny,1-0
buns,1
Bunt,1
bunting,1-0
Bunton,1-0
Bunyan,1-0
buoy,1-0
buoyancy,1-0-0
buoyant,1-0
buoyed,1-0
buoys,1-0
bur,1
Burbank,1-2
burble,1-0
burbled,1-0
burbles,1-0
burbling,1-0
burden,1-0
burdened,1-0
burdens,1-0
burdensome,1-0-0
Burdon,1-0
Bureau,1-0
bureaucracies,0-1-0-0
bureaucracy,0-1-0-0
bureaucrat,1-0-2
bureaucrat,1-0-2
bureaucratic,2-0-1-0
bureaucrats,1-0-2
bureaucrats,1-0-2
bureaus,1-0
burg,1
burgeoning,1-0-0
burger,1-0
burgers,1-0
Burgess,1-0
Burgher,1-0
burglar,1-0
burglaries,1-0-0
burglarize,1-0-2
burglarized,1-0-2
burglars,1-0
burglary,1-0-0
burgling,1-0
burgomaster,1-0-2-0
Burgundian,0-1-0-0
Burgundy,1-0-0
Buri,1-0
burial,1-0-0
burials,1-0-0
Burian,1-0-0
buried,1-0
buries,1-0
Burk,1
Burke,1
Burkes,1
Burks,1
Burl,1
burlap,1-2
burlesque,0-1
Burley,1-0
burly,1-0
Burma,1-0
Burmese,0-1
burn,1
burned,1
burner,1-0
burners,1-0
burning,1-0
burnings,1-0
burnished,1-0
burnout,1-2
Burns,1
Burnside,1-2
burnt,1
burp,1
burping,1-0
Burr,1
burrito,0-1-0
burritos,0-1-0
burro,1-0
burros,1-0
Burroughs,1-0
Burroughs,1-0
burrow,1-0
burrower,1-0-0
burrowing,1-0-0
Burrows,1-0
burry,1-0
burse,1
burst,1
bursting,1-0
bursts,1
Burt,1
Burton,1-0
Burundi,0-1-0
bury,1-0
burying,1-0-0
bus,1
busboy,1-2
busboys,1-2
Busby,1-0
bused,1
buses,1-0
bush,1
bushel,1-0
bushels,1-0
busher,1-0
bushes,1-0
bushings,1-0
Bushman,1-0
Bushmen,1-0
bushwhack,1-2
bushwhacked,1-2
bushwhacking,1-2-0
bushy,1-0
busied,1-0
busier,1-0-0
busiest,1-0-0
busily,1-0-0
business,1-0
business,1-0
businesses,1-0-0
businesses,1-0-0
businesslike,1-0-2
businessman,1-0-2
businessman,1-0-2
businessmen,1-0-2
businessperson,1-0-1-0
businesswoman,1-0-2-0
businesswomen,1-0-1-0
busing,1-0
busload,0-1
busloads,0-1
buss,1
bussed,1
busses,1-0
bussing,1-0
bust,1
bustard,1-0
busted,1-0
Buster,1-0
busters,1-0
bustier,1-0
busting,1-0
bustle,1-0
bustling,1-0-0
bustling,1-0
Busto,1-0
busts,1
busty,1-0
busy,1-0
but,1
butane,0-1
butane,1-0
Butch,1
butcher,1-0
butchered,1-0
butchering,1-0-0
butchers,1-0
butchery,1-0-0
butler,1-0
butlers,1-0
buts,1
butt,1
Butte,1
butter,1-0
butterball,1-0-2
butterballs,1-0-2
Buttercup,1-0-2
buttercups,1-0-2
buttered,1-0
butterfat,1-0-2
butterflies,1-0-2
butterfly,1-0-2
buttering,1-0-0
buttermilk,1-0-2
Butters,1-0
butterscotch,1-0-2
buttery,1-0-0
butting,1-0
buttock,1-0
buttocks,1-0
button,1-0
buttoned,1-0
buttonhole,1-0-2
buttonholed,1-0-2
buttonholes,1-0-2
buttons,1-0
buttress,1-0
buttressed,1-0
buttresses,1-0-0
buttresses,1-0-0
buttressing,1-0-0
butts,1
buxom,1-0
buy,1
buyer,1-0
buyers,1-0
buying,1-0
buyout,1-2
buyouts,1-2
buys,1
Buzz,1
buzzard,1-0
buzzards,1-0
buzzed,1
buzzer,1-0
buzzes,1-0
buzzing,1-0
buzzword,1-0
buzzwords,1-0
Buzzy,1-0
by,1
Bye,1
bygone,1-2
bygones,1-2
bylaw,1-2
bylaws,1-2
byline,1-2
bylines,1-2
bypass,1-2
bypassed,1-2
bypasses,1-2-0
bypassing,1-2-0
byproduct,1-0-0
byproducts,1-2-0
Byron,1-0
bystander,1-2-0
bystanders,1-2-0
byte,1
Bytes,1
byway,1-2
byways,1-2
byword,1-2
Byzantine,1-0-2
Byzantine,1-0-2
Byzantium,0-1-0-0
C,1
Ca,1
Ca,1
Ca,1-1
cab,1
caba,1-0
cabal,0-1
caballero,2-0-1-0
cabana,0-1-0
cabanas,0-1-0
cabaret,2-0-1
cabarets,2-0-1
cabbage,1-0
cabbage,1-0
cabbages,1-0-0
cabbie,1-0
cabbies,1-0
cabby,1-0
cabdriver,1-2-0
cabdrivers,1-2-0
cabernet,2-0-1
cabernets,2-0-1
cabernets,2-0-1
cabin,1-0
cabinet,1-0-0
cabinet,1-0
cabinets,1-0-0
